"Entity","Code","Year","Total_Renewable","Hydropower","Wind","Solar","Other_renewables"
"Europe","EUR",1990,173953892,64604095,77946043,12455001,18948753
"Europe","EUR",1991,68734775,65799316,979428,1552,1954479
"Europe","EUR",1992,103586274,67553937,15346481,25082,20660774
"Europe","EUR",1993,25788427,690672,2291426,32363,22773966
"Europe","EUR",1994,102865383,70239154,29880357,346575,2399297
"Europe","EUR",1995,65775900,705493,38732293,44909,26293205
"Europe","EUR",1996,129371876,6619428,48395853,47833413,26523182
"Europe","EUR",1997,102527251,6856161,7305893,56997243,31367954
"Europe","EUR",1998,118194642,71029535,11178979,671515,35314613
"Europe","EUR",1999,33234633,7241003,14234546,8028906,3730178
"Europe","EUR",2000,108531025,7509408,22412415,74515246,4093956
"Europe","EUR",2001,81288594,7618888,26864628,1942865,44862213
"Europe","EUR",2002,188175839,69246765,36435246,31479302,51014526
"Europe","EUR",2003,104078171,6507334,44851658,46881574,5837605
"Europe","EUR",2004,148798543,7005616,59749386,75098586,6944955
"Europe","EUR",2005,100711409,70481934,7157354,15125293,7946828
"Europe","EUR",2006,89045277,69114386,8365842,2569654,8995395
"Europe","EUR",2007,31544202,7047683,10616511,3878197,10001811
"Europe","EUR",2008,38007479,7248221,12132885,7589541,11036832
"Europe","EUR",2009,22119828,7280232,1346703,1432421,12060472
"Europe","EUR",2010,26425508,7654957,15051721,2351834,1366996
"Europe","EUR",2011,148090314,68041455,18248463,47211292,14589104
"Europe","EUR",2012,51651086,7312351,20949336,7217967,16171432
"Europe","EUR",2013,128212614,78356384,24090575,8653961,17111694
"Europe","EUR",2014,131374051,77686316,25674585,9838232,18174918
"Europe","EUR",2015,68430109,7383155,30792554,10927955,19326445
"Europe","EUR",2016,138773032,77106885,30805063,11278677,19582407
"Europe","EUR",2017,140318933,71382404,36712167,12135214,20089148
"Europe","EUR",2018,79882361,7773937,38436334,12989279,20682811
"Europe","EUR",2019,113442450,73413464,4391021,14290324,21347641
"Europe","EUR",2020,51391332,7956161,4908472,16709116,21817583
"Europe","EUR",2021,147649230,81411743,47316605,18691594,229288
"Europe","EUR",2022,105173769,6965059,52593713,23471085,22143912
"Europe","EUR",2023,127181217,77979565,584881,28015323,20601448
"Europe","EUR",2024,38098770,8339208,5961051,3348674,20449837
"Europe (EI)","REG",1965,30222543,30219534,0,0,3009
"Europe (EI)","REG",1966,3249800,3245699,0,0,4101
"Europe (EI)","REG",1967,32450763,32446274,0,0,4489
"Europe (EI)","REG",1968,33628663,33623666,0,0,4997
"Europe (EI)","REG",1969,38520496,33097592,0,0,5422904
"Europe (EI)","REG",1970,41726163,34607806,0,0,7118357
"Europe (EI)","REG",1971,107275149,34956314,0,0,72318835
"Europe (EI)","REG",1972,43505906,36383298,0,0,7122608
"Europe (EI)","REG",1973,11356518,3693127,0,0,7663391
"Europe (EI)","REG",1974,4797119,3992913,0,0,804206
"Europe (EI)","REG",1975,49272019,40751077,0,0,8520942
"Europe (EI)","REG",1976,12253945,3768347,0,0,8485598
"Europe (EI)","REG",1977,54507455,45627164,0,0,8880291
"Europe (EI)","REG",1978,54925014,45552872,3,0,9372139
"Europe (EI)","REG",1979,57677951,47914987,6,0,9762958
"Europe (EI)","REG",1980,47550863,46476663,105,0,1074095
"Europe (EI)","REG",1981,15457982,4704354,105,0,10753523
"Europe (EI)","REG",1982,56467272,46630966,185,0,9836121
"Europe (EI)","REG",1983,58149538,48012585,301,0,10136652
"Europe (EI)","REG",1984,60040415,48519354,382,1010101,10510578
"Europe (EI)","REG",1985,7188121,5024572,574,1010101,1152874
"Europe (EI)","REG",1986,174996066,48556534,1336,1010101,125428095
"Europe (EI)","REG",1987,17716371,5289161,1908,0,12425302
"Europe (EI)","REG",1988,6814436,5668737,3297,1010101,132301
"Europe (EI)","REG",1989,72128404,49360065,5154,9090909,13672276
"Europe (EI)","REG",1990,147154647,50232297,77946043,12455,18963852
"Europe (EI)","REG",1991,71836916,51256445,979428,1552,19599491
"Europe (EI)","REG",1992,41381001,5294964,15346481,25082,20714474
"Europe (EI)","REG",1993,100826084,55031494,22914262,32363,22847965
"Europe (EI)","REG",1994,38203453,5570324,29880357,346575,2406197
"Europe (EI)","REG",1995,121795574,56475867,38732293,44909,26542505
"Europe (EI)","REG",1996,177763845,54809296,48395853,47833413,26725283
"Europe (EI)","REG",1997,101670664,5679772,7305893,56997243,31687756
"Europe (EI)","REG",1998,53378602,5939993,11184479,671515,35582615
"Europe (EI)","REG",1999,32012388,5982668,14255046,8028906,3745768
"Europe (EI)","REG",2000,40182798,6177163,22443914,7451525,4110196
"Europe (EI)","REG",2001,110853938,61196967,2692393,1942865,45021713
"Europe (EI)","REG",2002,93507149,5639484,36477047,314793,51075825
"Europe (EI)","REG",2003,150640303,53036487,44904457,46881574,5817785
"Europe (EI)","REG",2004,209775960,5709353,59799076,75098586,69168945
"Europe (EI)","REG",2005,87375590,57173285,7162474,15125293,7914538
"Europe (EI)","REG",2006,43596286,562068,8378272,25696537,8959409
"Europe (EI)","REG",2007,160903419,5635391,106508606,38781967,9977455
"Europe (EI)","REG",2008,36754295,5932728,12216915,7589541,11015111
"Europe (EI)","REG",2009,86095734,58973755,13616087,1432421,12073471
"Europe (EI)","REG",2010,117647812,65076245,15342845,23520739,13707983
"Europe (EI)","REG",2011,86257027,5696559,18719914,47212955,14627599
"Europe (EI)","REG",2012,172532171,62557385,21534286,72179726,16260774
"Europe (EI)","REG",2013,194829348,66169525,24845071,86535194,17279558
"Europe (EI)","REG",2014,37371538,6439924,2651608,9823771,18456235
"Europe (EI)","REG",2015,68961050,6373569,31939096,10912907,19735478
"Europe (EI)","REG",2016,129196520,65354596,32334662,11333557,20173705
"Europe (EI)","REG",2017,42925218,5864735,3847895,12360844,20851744
"Europe (EI)","REG",2018,140359215,64637067,40397638,13695013,21629497
"Europe (EI)","REG",2019,69669431,6282303,46035202,15098903,2253023
"Europe (EI)","REG",2020,82962116,6608722,51435236,1760092,23158066
"Europe (EI)","REG",2021,101092198,6551399,50184995,19837297,24518507
"Europe (EI)","REG",2022,161005330,56527185,55650684,24899109,23928352
"Europe (EI)","REG",2023,64974113,6426324,6140709,29945563,22461517
"Europe (EI)","REG",2024,171050881,69799603,62799457,36216907,2234914
"European Union (27)","REG",1965,21183512,21180603,0,0,2909
"European Union (27)","REG",1966,23049360,23045381,0,0,3979
"European Union (27)","REG",1967,22223579,22219263,0,0,4316
"European Union (27)","REG",1968,2270627,2265809,0,0,4818
"European Union (27)","REG",1969,2229822,2224579,0,0,5243
"European Union (27)","REG",1970,30412539,23472273,0,0,6940266
"European Union (27)","REG",1971,30380626,23322775,0,0,7057851
"European Union (27)","REG",1972,9374308,2448364,0,0,6925944
"European Union (27)","REG",1973,9877512,2435321,0,0,7442191
"European Union (27)","REG",1974,34131052,26301743,0,0,7829309
"European Union (27)","REG",1975,34773141,26490546,0,0,8282595
"European Union (27)","REG",1976,10617213,2311628,0,0,8305585
"European Union (27)","REG",1977,11722022,3075857,0,0,8646165
"European Union (27)","REG",1978,121136494,29947946,3,0,91188545
"European Union (27)","REG",1979,12424571,3139237,6,0,9285328
"European Union (27)","REG",1980,40158150,29770767,105,0,10387278
"European Union (27)","REG",1981,1302367,293823,105,0,1008439
"European Union (27)","REG",1982,38176104,28888766,185,0,9287153
"European Union (27)","REG",1983,39037397,29468158,301,0,9568938
"European Union (27)","REG",1984,12935283,2988656,382,0,9946245
"European Union (27)","REG",1985,41445563,30463483,574,0,10981506
"European Union (27)","REG",1986,40581761,28777554,1336,0,11802871
"European Union (27)","REG",1987,11634771,31598,1908,0,11601265
"European Union (27)","REG",1988,15715423,3336034,3297,0,12376092
"European Union (27)","REG",1989,164310942,27273294,5064,9090909,127941675
"European Union (27)","REG",1990,27916783,2846682,7704604,11455,17354042
"European Union (27)","REG",1991,21830699,2979111,970428,1352,17879808
"European Union (27)","REG",1992,36864159,3104662,15016481,22082,18720934
"European Union (27)","REG",1993,73066150,31840985,20669987,28355,20526823
"European Union (27)","REG",1994,48302478,327802,26344247,296395,21334034
"European Union (27)","REG",1995,90868998,32683032,34706535,38877,23440554
"European Union (27)","REG",1996,82371957,32544012,43409996,4079341,2338608
"European Union (27)","REG",1997,152482109,33502988,66253376,49934246,2791499
"European Union (27)","REG",1998,48554284,34581534,10284428,590805,3097517
"European Union (27)","REG",1999,86280656,34362308,13352978,6921506,31643864
"European Union (27)","REG",2000,97317870,35624695,21423986,5714925,34554264
"European Union (27)","REG",2001,45652166,37566675,2584902,1737815,3762774
"European Union (27)","REG",2002,39753130,31639236,3506749,291148,4315997
"European Union (27)","REG",2003,118583758,30681854,43298035,44112274,491595
"European Union (27)","REG",2004,22109502,3257805,5750379,7221619,5879699
"European Union (27)","REG",2005,52877805,30743076,680973,14765953,6687803
"European Union (27)","REG",2006,112233095,3111533,7871408,25267808,75982346
"European Union (27)","REG",2007,146966694,309189,99913765,38271239,8472501
"European Union (27)","REG",2008,145830986,32747495,11323429,7526946,94233116
"European Union (27)","REG",2009,261282937,3301291,12432536,142403755,103145355
"European Union (27)","REG",2010,86430319,37384525,13924464,23370987,11750343
"European Union (27)","REG",2011,91647395,30715652,1650541,46748524,12532678
"European Union (27)","REG",2012,43005828,3306224,18769888,7016207,13913509
"European Union (27)","REG",2013,80498648,36668808,20985716,8340547,14503577
"European Union (27)","REG",2014,50197415,3688252,22111725,9283321,15114117
"European Union (27)","REG",2015,85463327,33500125,26356418,9972287,15634497
"European Union (27)","REG",2016,176953092,34478198,26728305,99951904,15794685
"European Union (27)","REG",2017,58324113,293229,31286264,10673087,16071533
"European Union (27)","REG",2018,93975950,34265976,32125757,11327862,16256355
"European Union (27)","REG",2019,97296013,31717914,36531326,12397537,16649236
"European Union (27)","REG",2020,105806723,34586914,39867123,14425002,16927684
"European Union (27)","REG",2021,107610876,34739478,38759262,16252512,17859624
"European Union (27)","REG",2022,108130147,27486203,42232224,20921715,17490005
"European Union (27)","REG",2023,122165282,32882184,48006903,25190953,16085242
"European Union (27)","REG",2024,98349449,3685037,48956882,30291122,15416408
"Finland","FIN",1965,9353536,9353536,0,0,0
"Finland","FIN",1966,10380808,10380808,0,0,0
"Finland","FIN",1967,116292925,116292925,0,0,0
"Finland","FIN",1968,10488889,10488889,0,0,0
"Finland","FIN",1969,8745455,8745455,0,0,0
"Finland","FIN",1970,9524242,9524242,0,0,0
"Finland","FIN",1971,10680808,10680808,0,0,0
"Finland","FIN",1972,10379798,10379798,0,0,0
"Finland","FIN",1973,10579798,10579798,0,0,0
"Finland","FIN",1974,12703031,12703031,0,0,0
"Finland","FIN",1975,12209091,12209091,0,0,0
"Finland","FIN",1976,9481818,9481818,0,0,0
"Finland","FIN",1977,12181818,12181818,0,0,0
"Finland","FIN",1978,979899,979899,0,0,0
"Finland","FIN",1979,108707075,108707075,0,0,0
"Finland","FIN",1980,10217172,10217172,0,0,0
"Finland","FIN",1981,13654546,13654546,0,0,0
"Finland","FIN",1982,13088889,13088889,0,0,0
"Finland","FIN",1983,13580808,13580808,0,0,0
"Finland","FIN",1984,13247475,13247475,0,0,0
"Finland","FIN",1985,12334344,12334344,0,0,0
"Finland","FIN",1986,12389899,12389899,0,0,0
"Finland","FIN",1987,13795959,13795959,0,0,0
"Finland","FIN",1988,13362626,13362626,0,0,0
"Finland","FIN",1989,13030303,13030303,0,0,0
"Finland","FIN",1990,16470,10859,0,455,5156
"Finland","FIN",1991,18248,13197,0,52,4999
"Finland","FIN",1992,16198,15107,2,594,495
"Finland","FIN",1993,20110,13476,4,672,5958
"Finland","FIN",1994,19010,11787,7,751,6465
"Finland","FIN",1995,20381,12925,11,837,6608
"Finland","FIN",1996,8068,1186,11,982,5889
"Finland","FIN",1997,21358,12242,17,1208,7891
"Finland","FIN",1998,25699,15051,23,1292,9333
"Finland","FIN",1999,11107,1278,49,1417,8363
"Finland","FIN",2000,8642145,1466,78,1576,8639025
"Finland","FIN",2001,8286779,13205,7,1715,8271852
"Finland","FIN",2002,9001519,10776,64,1865,8988814
"Finland","FIN",2003,9391067,9591,93,2097,9379286
"Finland","FIN",2004,25631877,15069615,120344,2361,10439557
"Finland","FIN",2005,9698573,13784,169942,2631,9512216
"Finland","FIN",2006,12734105,11493691,155641,3379,1081394
"Finland","FIN",2007,24324302,14177206,188408,3811,9954877
"Finland","FIN",2008,27546765,17112131,26052,3944,10404638
"Finland","FIN",2009,10283526,1268603,276624,4317,8733982
"Finland","FIN",2010,24195264,12921994,294317,4739,10974214
"Finland","FIN",2011,24171318,12445039,481393,53,11244833
"Finland","FIN",2012,28559187,16859129,494323,5749,11199986
"Finland","FIN",2013,25629667,12838601,773692,6452,12010922
"Finland","FIN",2014,26270619,13397044,1107172,7752,11758651
"Finland","FIN",2015,30526724,16768698,2327359,11311,11419356
"Finland","FIN",2016,30411957,15799127,3068041,22066,11522723
"Finland","FIN",2017,31476711,14771469,4795192,48513,11861537
"Finland","FIN",2018,32140222,13301104,5838668,90225,12910225
"Finland","FIN",2019,31884461,12420475,6024746,147182,13292058
"Finland","FIN",2020,35927340,15883341,8255676,218471,11569852
"Finland","FIN",2021,38174507,15791129,8506734,297518,13579126
"Finland","FIN",2022,26524047,1349176,12021995,392342,12760534
"Finland","FIN",2023,41657617,15200385,15043174,71644,11342414
"Finland","FIN",2024,58044091,14317854,20655367,12809415,10261455
"France","FRA",1965,46881092,46881092,0,0,0
"France","FRA",1966,5220886,5220847,0,0,39
"France","FRA",1967,4538371,4537766,0,0,605
"France","FRA",1968,5043187,5042261,0,0,926
"France","FRA",1969,5295276,5294209,0,0,1067
"France","FRA",1970,70383942,56681484,0,0,13702458
"France","FRA",1971,62774949,48856724,0,0,13918225
"France","FRA",1972,63983420,48831467,0,0,15151953
"France","FRA",1973,63197126,47696262,0,0,15500864
"France","FRA",1974,72000877,56230286,0,0,15770591
"France","FRA",1975,74266786,60107937,0,0,14158849
"France","FRA",1976,4869792,4856463,0,0,13329
"France","FRA",1977,90068790,76322975,0,0,13745815
"France","FRA",1978,21019864,6835983,0,0,14183881
"France","FRA",1979,81259238,66419136,0,0,14840102
"France","FRA",1980,21662911,6952675,0,0,14710236
"France","FRA",1981,22141042,7219517,0,0,14921525
"France","FRA",1982,7210220,7057486,0,0,152734
"France","FRA",1983,69458603,69443016,0,0,15587
"France","FRA",1984,6585234,6569011,0,0,16223
"France","FRA",1985,62081219,61916004,0,0,165215
"France","FRA",1986,79111,62483,0,0,16628
"France","FRA",1987,88004,70498,0,0,17506
"France","FRA",1988,253847,76522,0,0,177325
"France","FRA",1989,46821142,46636997,0,0,184145
"France","FRA",1990,327305,53866,271526,0,1913
"France","FRA",1991,549308,57602,489604,0,2102
"France","FRA",1992,562182,68956,489604,1488,2134
"France","FRA",1993,308770,64895,240218,1683,1974
"France","FRA",1994,104440,78794,4704,18785,2157
"France","FRA",1995,122794,73119,47142,204,2329
"France","FRA",1996,169272,66044,74302,26503,2423
"France","FRA",1997,211791,63764,111284,34068,2675
"France","FRA",1998,300603,62093,194972,40885,2653
"France","FRA",1999,3815285,72514,3694443,45475,2853
"France","FRA",2000,591722,66363,48,522325,2986
"France","FRA",2001,139338,74268,131,61605,3334
"France","FRA",2002,774544,60397,265,710345,3537
"France","FRA",2003,140721,58943,388,77673,3717
"France","FRA",2004,8511916,59555,595,8447984,3782
"France","FRA",2005,1060058,5148,962,1050076,3872
"France","FRA",2006,1252931,56303,2182,1190605,3841
"France","FRA",2007,62245,57604,407,18,4216
"France","FRA",2008,73826,63654,5694,42,4436
"France","FRA",2009,69658,56994,7912,174,4578
"France","FRA",2010,77638,62714,9945,62,4917
"France","FRA",2011,63135755,44848557,12561006,207784,5518408
"France","FRA",2012,83965687,58781254,15411553,4015693,5757187
"France","FRA",2013,27926824,708423,16387354,4734146,6096901
"France","FRA",2014,92921179,62828735,17596663,5913478,6582303
"France","FRA",2015,135142413,54556957,2177858,7263165,71144433
"France","FRA",2016,166954371,59923428,21735586,8164944,77130413
"France","FRA",2017,68817210,48964455,2503588,9102626,8246541
"France","FRA",2018,85785369,63915768,2910284,10327941,8631376
"France","FRA",2019,79970224,56027714,3530979,11647888,8763643
"France","FRA",2020,123776069,61703796,40543602,12716188,8812483
"France","FRA",2021,120262419,58653072,37487778,14880584,9240985
"France","FRA",2022,37137543,4427017,3886119,19144035,9680372
"France","FRA",2023,91686903,55720673,5139639,21312368,9514223
"France","FRA",2024,150849353,70907906,47145226,23183577,9612644
"Germany","DEU",1965,1621221,1621221,0,0,0
"Germany","DEU",1966,17533998,17533998,0,0,0
"Germany","DEU",1967,16652311,16652311,0,0,0
"Germany","DEU",1968,1689899,1689899,0,0,0
"Germany","DEU",1969,13713478,13713478,0,0,0
"Germany","DEU",1970,109535694,17533678,0,0,92002016
"Germany","DEU",1971,23465470,13455188,0,0,10010282
"Germany","DEU",1972,23393382,13205894,0,0,10187488
"Germany","DEU",1973,25760511,15229462,0,0,10531049
"Germany","DEU",1974,17745757,17638132,0,0,107625
"Germany","DEU",1975,28306226,17059124,0,0,11247102
"Germany","DEU",1976,26623686,13846833,0,0,12776853
"Germany","DEU",1977,14224055,1758216,0,0,12465839
"Germany","DEU",1978,19679700,18362234,0,0,1317466
"Germany","DEU",1979,32816864,18383686,0,0,14433178
"Germany","DEU",1980,38731681,19069143,0,0,19662538
"Germany","DEU",1981,37957049,19914673,0,0,18042376
"Germany","DEU",1982,21536806,19737993,0,0,1798813
"Germany","DEU",1983,34114398,18712017,0,0,15402381
"Germany","DEU",1984,34908622,18479174,0,0,16429448
"Germany","DEU",1985,18180362,1740065,0,0,16440297
"Germany","DEU",1986,34527678,18571981,1,0,15955696
"Germany","DEU",1987,16492792,2034297,2,0,14458493
"Germany","DEU",1988,36458217,20079391,8,0,16378818
"Germany","DEU",1989,35736434,18243729,26,0,17492679
"Germany","DEU",1990,18842,17335,71,1,1435
"Germany","DEU",1991,3098,1585,1,1,1511
"Germany","DEU",1992,20474,18635,275,2,1562
"Germany","DEU",1993,3568,1896,6,3,1663
"Germany","DEU",1994,23014,20195,909,4,1906
"Germany","DEU",1995,23625,21556,15,5,2049
"Germany","DEU",1996,22999,18818,2032,6,2143
"Germany","DEU",1997,24226,18952,2966,11,2297
"Germany","DEU",1998,26224,19002,4489,15,2718
"Germany","DEU",1999,26527,20686,5528,19,294
"Germany","DEU",2000,378,249,95,0,34
"Germany","DEU",2001,390,232,105,1,52
"Germany","DEU",2002,461,237,158,2,64
"Germany","DEU",2003,27289249,18321198,19087,313,8948651
"Germany","DEU",2004,31407812,20745722,26019,557,10635514
"Germany","DEU",2005,14756121,19638,27774,1308,14707401
"Germany","DEU",2006,18988885,20031,31324,2265,18935265
"Germany","DEU",2007,24661728,2117,40507,3137,24615967
"Germany","DEU",2008,28099541,20443,41385,4508,28033205
"Germany","DEU",2009,30933884,19031,3942,6715,30904196
"Germany","DEU",2010,34023539,20953,38547,11963,33952076
"Germany","DEU",2011,36996817,17671,49857,19991,36909298
"Germany","DEU",2012,43282530,21755,5168,26744,43228863
"Germany","DEU",2013,4665584,22998,52737,30621,4559228
"Germany","DEU",2014,48499679,19587,58497,35448,48386147
"Germany","DEU",2015,50597173,18977,80624,38076,50459496
"Germany","DEU",2016,51241534,20546,79924,37556,51103508
"Germany","DEU",2017,51226921,2015,105693,38761,51080452
"Germany","DEU",2018,5229233,17693,109951,4432,5097157
"Germany","DEU",2019,5223208,19731,125894,45221,5032362
"Germany","DEU",2020,5316052,18322,132102,49496,5116132
"Germany","DEU",2021,70081489,19657415,114647,4934,50304493
"Germany","DEU",2022,69711888,17624172,124816,60304,51902596
"Germany","DEU",2023,25058137,19895378,141764,63873,4957122
"Germany","DEU",2024,49026134,22213,138859,74134,48790928
"Greece","GRC",1965,801,801,0,0,0
"Greece","GRC",1966,173,173,0,0,0
"Greece","GRC",1967,166,166,0,0,0
"Greece","GRC",1968,1368,1368,0,0,0
"Greece","GRC",1969,2055,2055,0,0,0
"Greece","GRC",1970,2636,2636,0,0,0
"Greece","GRC",1971,2652,2652,0,0,0
"Greece","GRC",1972,2677,2677,0,0,0
"Greece","GRC",1973,2223,2223,0,0,0
"Greece","GRC",1974,2347,2347,0,0,0
"Greece","GRC",1975,2015,2015,0,0,0
"Greece","GRC",1976,1879,1879,0,0,0
"Greece","GRC",1977,1922,1922,0,0,0
"Greece","GRC",1978,2988,2988,0,0,0
"Greece","GRC",1979,3566,3566,0,0,0
"Greece","GRC",1980,3405,3405,0,0,0
"Greece","GRC",1981,3407,3407,0,0,0
"Greece","GRC",1982,3561,3561,0,0,0
"Greece","GRC",1983,234,234,0,0,0
"Greece","GRC",1984,2862,2862,0,0,0
"Greece","GRC",1985,2805,2805,0,0,0
"Greece","GRC",1986,3235,3235,0,0,0
"Greece","GRC",1987,279,278,1,0,0
"Greece","GRC",1988,2367,2366,1,0,0
"Greece","GRC",1989,20,19,1,0,0
"Greece","GRC",1990,1771,1769,2,0,0
"Greece","GRC",1991,3101,3099,2,0,0
"Greece","GRC",1992,2212,2203,8,0,1
"Greece","GRC",1993,2330,2282,47,0,1
"Greece","GRC",1994,2637,2599,37,0,1
"Greece","GRC",1995,3564,3529,34,0,1
"Greece","GRC",1996,4386,4348,38,0,0
"Greece","GRC",1997,3918,3882,36,0,0
"Greece","GRC",1998,3724,3717,7,0,0
"Greece","GRC",1999,4755,4592,162,0,1
"Greece","GRC",2000,4144,3693,451,0,0
"Greece","GRC",2001,2932,2097,756,0,79
"Greece","GRC",2002,805,28,651,0,126
"Greece","GRC",2003,5892,4766,1021,0,105
"Greece","GRC",2004,5917781,4672078,1120765,775,124163
"Greece","GRC",2005,6297054,5017497,1266452,953,12152
"Greece","GRC",2006,7679713,5864849,1699353,1386,114125
"Greece","GRC",2007,2593566,2591422,1818,142,184
"Greece","GRC",2008,3511122,3312288,2242,5236,191356
"Greece","GRC",2009,5572678,5352558,2543,5,217572
"Greece","GRC",2010,10346457,7474753,2713937,157748,19
"Greece","GRC",2011,8143518,4011165,3315227,610311,206815
"Greece","GRC",2012,10140962,4392525,3850157,1693986,204294
"Greece","GRC",2013,14350567,6346921,4139136,3648101,216409
"Greece","GRC",2014,12178443,4478322,3688575,3791885,219661
"Greece","GRC",2015,14850275,6098194,4621019,3899636,231426
"Greece","GRC",2016,14645673,5542638,5145896,3929716,27423
"Greece","GRC",2017,13801039,3962547,5536987,3991477,310028
"Greece","GRC",2018,15865766,5743448,6300259,3790652,31407
"Greece","GRC",2019,12110823,3999598,7266347,442851,402027
"Greece","GRC",2020,17554199,3343687,9310104,4446854,453554
"Greece","GRC",2021,22136603,5903439,10482981,5250978,499205
"Greece","GRC",2022,12651836,3855192,1088325,7139715,568604
"Greece","GRC",2023,24385515,3815328,11021764,8893572,654851
"Greece","GRC",2024,61559909,32183368,11947859,10168503,7260179
"High-income countries","REG",1965,24972224,7086991,0,0,17885233
"High-income countries","REG",1966,20432136,748128,0,0,19684008
"High-income countries","REG",1967,96539268,76725696,0,0,19813572
"High-income countries","REG",1968,29807017,7865971,0,0,21941046
"High-income countries","REG",1969,105383120,82303156,0,0,23079964
"High-income countries","REG",1970,33424118,8459154,0,0,24964964
"High-income countries","REG",1971,113956454,88446545,0,0,25509909
"High-income countries","REG",1972,27590635,92457,0,0,27498178
"High-income countries","REG",1973,38634186,9263104,0,0,29371082
"High-income countries","REG",1974,41290562,10164633,0,0,31125929
"High-income countries","REG",1975,41277802,10174889,0,0,31102913
"High-income countries","REG",1976,132020217,97425464,0,0,34594753
"High-income countries","REG",1977,13437043,9805924,0,0,3631119
"High-income countries","REG",1978,39454148,1054411,3,0,38399734
"High-income countries","REG",1979,51209599,10972281,6,0,40237312
"High-income countries","REG",1980,53027754,10887665,105,0,42139984
"High-income countries","REG",1981,54512254,10984912,105,0,43527237
"High-income countries","REG",1982,16357224,11267185,185,0,5089854
"High-income countries","REG",1983,70794214,11812301,3279495,3,55702415
"High-income countries","REG",1984,126184699,11781267,44755556,6311111,63336765
"High-income countries","REG",1985,90703159,13340208,642202,11747475,64973274
"High-income countries","REG",1986,36907414,13354481,1388313,15183839,6980781
"High-income countries","REG",1987,41393575,13288092,19537677,1060303,7507503
"High-income countries","REG",1988,94931743,13308645,3315798,1019596,77287704
"High-income countries","REG",1989,19159206,13017162,2649777,2622232,870035
"High-income countries","REG",1990,97622405,13445411,35981474,38524994,9670526
"High-income countries","REG",1991,123742798,13649559,3962106,5012229,101118904
"High-income countries","REG",1992,21249950,1352192,4511029,4605791,10780938
"High-income countries","REG",1993,84779643,14159816,53911333,5486695,11221799
"High-income countries","REG",1994,141871187,13821321,6536823,5869649,115643394
"High-income countries","REG",1995,104013849,14623927,71368384,6258407,11763131
"High-income countries","REG",1996,150507563,14660482,8184981,6781294,120880806
"High-income countries","REG",1997,45852361,15032139,10711638,7265302,12843282
"High-income countries","REG",1998,107541198,1473823,14342827,78469133,13255415
"High-income countries","REG",1999,44008848,14843721,19050505,8750173,1364449
"High-income countries","REG",2000,67685540,14929869,28700922,10061297,13993452
"High-income countries","REG",2001,45616183,14121918,3470231,13493878,14530156
"High-income countries","REG",2002,37563049,14130983,4842735,17004634,1584697
"High-income countries","REG",2003,57578415,13820155,5855832,21290364,16612064
"High-income countries","REG",2004,138039604,14200316,77624626,28203647,18011015
"High-income countries","REG",2005,83479324,14369843,9514363,40099363,19495755
"High-income countries","REG",2006,33918804,14481941,11838905,5543012,2054946
"High-income countries","REG",2007,39027914,14208772,15126659,7505002,2187481
"High-income countries","REG",2008,48062500,14544327,18951372,12286263,2280538
"High-income countries","REG",2009,81501437,14621564,22678685,20458181,23743007
"High-income countries","REG",2010,57387263,1474617,26750854,3264029,25897763
"High-income countries","REG",2011,106378603,14892076,3295038,61179203,27012286
"High-income countries","REG",2012,22589991,14932139,3800161,932425,2925266
"High-income countries","REG",2013,63043648,15414417,4406714,12284364,30938153
"High-income countries","REG",2014,111292223,15233762,47294257,16261171,32503033
"High-income countries","REG",2015,93301904,14819265,55064545,19979823,3438271
"High-income countries","REG",2016,26966258,15269797,5933872,2326374,3436215
"High-income countries","REG",2017,59844302,15137128,6831016,2806605,35069553
"High-income countries","REG",2018,29642856,15573364,7248062,3212429,3609001
"High-income countries","REG",2019,63209765,15044458,8056166,3688343,36420798
"High-income countries","REG",2020,105743215,15717161,9071715,44095657,36858682
"High-income countries","REG",2021,68599796,15375063,9385946,5238714,38600073
"High-income countries","REG",2022,21314221,14467831,10595,6457517,378278
"High-income countries","REG",2023,37106526,14725802,11134575,7601153,3644996
"High-income countries","REG",2024,72658638,15159115,11725508,8974442,36799573
"Hong Kong","HKG",1965,0,0,0,0,0
"Hong Kong","HKG",1966,0,0,0,0,0
"Hong Kong","HKG",1967,0,0,0,0,0
"Hong Kong","HKG",1968,0,0,0,0,0
"Hong Kong","HKG",1969,0,0,0,0,0
"Hong Kong","HKG",1970,0,0,0,0,0
"Hong Kong","HKG",1971,0,0,0,0,0
"Hong Kong","HKG",1972,0,0,0,0,0
"Hong Kong","HKG",1973,0,0,0,0,0
"Hong Kong","HKG",1974,0,0,0,0,0
"Hong Kong","HKG",1975,0,0,0,0,0
"Hong Kong","HKG",1976,0,0,0,0,0
"Hong Kong","HKG",1977,0,0,0,0,0
"Hong Kong","HKG",1978,0,0,0,0,0
"Hong Kong","HKG",1979,0,0,0,0,0
"Hong Kong","HKG",1980,0,0,0,0,0
"Hong Kong","HKG",1981,0,0,0,0,0
"Hong Kong","HKG",1982,0,0,0,0,0
"Hong Kong","HKG",1983,0,0,0,0,0
"Hong Kong","HKG",1984,0,0,0,0,0
"Hong Kong","HKG",1985,0,0,0,0,0
"Hong Kong","HKG",1986,0,0,0,0,0
"Hong Kong","HKG",1987,0,0,0,0,0
"Hong Kong","HKG",1988,0,0,0,0,0
